id,garden_points_status,commitment_months,participation_history,project_focus_code,requested_resources_value,personal_reserve_status,volunteer_tenure_bracket,time_commitment_rate,household_profile,co_sponsor_presence,years_in_neighborhood_bracket,asset_contribution_type,member_age,other_support_plans,housing_situation,existing_commitments_count,role_skill_tier,dependents_supported,has_phone,newcomer_status,support_outcome
406,Points 0–199,24.0,Previous roles completed,Communications equipment,2039.0,Reserve: <100,<1,1.0,Committed/shared household,No co-sponsor,1.0,Long-term fund,22.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
303,Points 200+,24.0,Issues on prior roles,Transport (new),1344.0,No reserve,4<=X<7,4.0,Single adult,No co-sponsor,2.0,Community plot share,37.0,Partner bank,Own housing,2.0,Unskilled resident,2.0,No phone,Newcomer,bad
472,Points negative,6.0,Previous roles completed,Training / education,448.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,23.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
688,Points 0–199,36.0,Delayed in prior commitments,Transport (new),2862.0,Reserve: 100–499,>=7,4.0,Single adult,No co-sponsor,3.0,No tangible assets,30.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
806,Points negative,36.0,Previous roles completed,Transport (new),9271.0,Reserve: <100,4<=X<7,2.0,Single adult,No co-sponsor,1.0,Shared tools,24.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
275,Points negative,30.0,Previous roles completed,Plot repairs,11998.0,Reserve: <100,<1,1.0,Recently separated household,No co-sponsor,1.0,No tangible assets,34.0,None,Own housing,1.0,Unskilled resident,1.0,Has phone,Newcomer,bad
560,Points 0–199,18.0,Issues on prior roles,Workshop equipment,1928.0,Reserve: <100,<1,2.0,Single adult,No co-sponsor,2.0,Community plot share,31.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,bad
976,Points 200+,24.0,Previous roles completed,Communications equipment,1258.0,Reserve: 500–999,1<=X<4,3.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Shared tools,57.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
310,Points 0–199,9.0,Previous roles completed,Transport (new),276.0,Reserve: <100,1<=X<4,4.0,Committed/shared household,No co-sponsor,4.0,Community plot share,22.0,None,Rented housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
506,No points account,10.0,Previous roles completed,Transport (new),1309.0,No reserve,1<=X<4,4.0,Single adult,Mentor sponsor,4.0,Long-term fund,27.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
107,No points account,18.0,All roles on time,Transport (new),6458.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,4.0,No tangible assets,39.0,Partner bank,Own housing,2.0,Highly skilled / lead,2.0,Has phone,Newcomer,bad
58,No points account,36.0,Issues on prior roles,Communications equipment,9566.0,Reserve: <100,1<=X<4,2.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,31.0,Partner stores,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
812,Points 0–199,6.0,Previous roles completed,Communications equipment,484.0,Reserve: <100,4<=X<7,3.0,Committed/shared household,Mentor sponsor,3.0,Community plot share,28.0,Partner bank,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
92,Points negative,12.0,Issues on prior roles,Transport (used),1409.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,3.0,Community plot share,54.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
556,Points 0–199,12.0,Previous roles completed,Communications equipment,1331.0,Reserve: <100,<1,2.0,Single adult,No co-sponsor,1.0,Shared tools,22.0,Partner stores,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
828,No points account,18.0,No prior roles / all on time,Microenterprise support,4165.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,2.0,Shared tools,36.0,Partner stores,Own housing,2.0,Skilled volunteer,2.0,No phone,Newcomer,bad
457,Points negative,11.0,Issues on prior roles,Transport (new),3905.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,2.0,Community plot share,36.0,None,Rented housing,2.0,Skilled volunteer,2.0,No phone,Newcomer,good
623,No points account,48.0,Previous roles completed,Microenterprise support,3914.0,No reserve,1<=X<4,4.0,Recently separated household,No co-sponsor,2.0,Community plot share,38.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
767,Points negative,30.0,Previous roles completed,Workshop equipment,3108.0,Reserve: <100,<1,2.0,Recently separated household,No co-sponsor,4.0,Long-term fund,31.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
756,Points negative,24.0,Previous roles completed,Transport (new),1285.0,No reserve,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,32.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
641,Points negative,18.0,Previous roles completed,Training / education,750.0,Reserve: <100,unemployed,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Community plot share,27.0,None,Own housing,1.0,Unemployed / non-resident unskilled,1.0,No phone,Newcomer,bad
161,No points account,24.0,Issues on prior roles,Communications equipment,2872.0,Reserve: 100–499,>=7,3.0,Single adult,No co-sponsor,4.0,Community plot share,36.0,None,Own housing,1.0,Skilled volunteer,2.0,Has phone,Newcomer,good
476,Points negative,18.0,No prior roles / all on time,Workshop equipment,3114.0,Reserve: <100,<1,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,26.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
561,Points negative,24.0,Previous roles completed,Transport (used),2964.0,No reserve,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,49.0,Partner bank,Hosted / no rent,1.0,Skilled volunteer,2.0,Has phone,Newcomer,good
56,No points account,6.0,All roles on time,Transport (new),783.0,No reserve,1<=X<4,1.0,Single adult,Mentor sponsor,2.0,Community plot share,26.0,Partner stores,Own housing,1.0,Unskilled resident,2.0,No phone,Newcomer,good
879,Points negative,9.0,Previous roles completed,Transport (new),1422.0,Reserve: <100,<1,3.0,Single adult,No co-sponsor,2.0,No tangible assets,27.0,None,Hosted / no rent,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
61,Points 0–199,9.0,Previous roles completed,Microenterprise support,1391.0,Reserve: <100,1<=X<4,2.0,Committed/shared household,No co-sponsor,1.0,Community plot share,27.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
813,Points negative,36.0,Issues on prior roles,Transport (used),9629.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,4.0,Shared tools,24.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
282,No points account,12.0,Previous roles completed,Workshop equipment,1574.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,2.0,Community plot share,50.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
481,Points 0–199,12.0,Issues on prior roles,Communications equipment,3573.0,Reserve: <100,1<=X<4,1.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Community plot share,23.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
936,Points 0–199,30.0,Delayed in prior commitments,Communications equipment,1919.0,Reserve: 100–499,<1,4.0,Single adult,No co-sponsor,3.0,No tangible assets,30.0,Partner stores,Own housing,2.0,Highly skilled / lead,1.0,No phone,Newcomer,bad
620,No points account,12.0,Previous roles completed,Transport (new),640.0,Reserve: <100,1<=X<4,4.0,Recently separated household,No co-sponsor,2.0,Community plot share,49.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
182,Points 0–199,36.0,Delayed in prior commitments,Microenterprise support,4455.0,Reserve: <100,1<=X<4,2.0,Recently separated household,No co-sponsor,2.0,Community plot share,30.0,Partner stores,Own housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
428,No points account,18.0,Issues on prior roles,Communications equipment,1149.0,Reserve: ≥1000,1<=X<4,4.0,Single adult,No co-sponsor,3.0,Community plot share,46.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
450,Points 0–199,15.0,Delayed in prior commitments,Plot repairs,1512.0,Reserve: ≥1000,1<=X<4,3.0,Committed/shared household,No co-sponsor,3.0,Long-term fund,61.0,Partner stores,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
210,No points account,12.0,Previous roles completed,Transport (used),1413.0,Reserve: ≥1000,4<=X<7,3.0,Single adult,No co-sponsor,2.0,Long-term fund,55.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Local resident,good
761,No points account,15.0,Issues on prior roles,Transport (new),5045.0,No reserve,>=7,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,59.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
208,Points 0–199,12.0,Issues on prior roles,Shared appliances,1424.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,3.0,Long-term fund,26.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
749,No points account,21.0,Previous roles completed,Transport (used),5248.0,No reserve,1<=X<4,1.0,Single adult,No co-sponsor,3.0,Shared tools,26.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
586,Points negative,18.0,Previous roles completed,Workshop equipment,2039.0,Reserve: <100,1<=X<4,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,20.0,Partner bank,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
322,Points negative,24.0,Previous roles completed,Communications equipment,1938.0,Reserve: <100,<1,4.0,Recently separated household,No co-sponsor,3.0,Long-term fund,32.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
187,Points 0–199,9.0,All roles on time,Transport (used),5129.0,Reserve: <100,>=7,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,74.0,Partner bank,Hosted / no rent,1.0,Highly skilled / lead,2.0,Has phone,Newcomer,bad
825,No points account,18.0,Issues on prior roles,Workshop equipment,3780.0,Reserve: <100,<1,3.0,Recently separated household,No co-sponsor,2.0,Shared tools,35.0,None,Own housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
677,No points account,24.0,Issues on prior roles,Workshop equipment,5150.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Shared tools,33.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
328,No points account,24.0,Previous roles completed,Transport (new),1525.0,Reserve: ≥1000,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Shared tools,34.0,None,Own housing,1.0,Skilled volunteer,2.0,Has phone,Newcomer,good
453,No points account,12.0,No prior roles / all on time,Workshop equipment,2759.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,4.0,Long-term fund,34.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
26,Points negative,6.0,Previous roles completed,Workshop equipment,1374.0,Reserve: <100,1<=X<4,1.0,Single adult,No co-sponsor,2.0,Community plot share,36.0,Partner bank,Own housing,1.0,Unskilled resident,1.0,Has phone,Newcomer,good
225,No points account,15.0,Previous roles completed,Transport (used),4657.0,Reserve: <100,1<=X<4,3.0,Single adult,No co-sponsor,2.0,Shared tools,30.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
836,Points negative,12.0,No prior roles / all on time,Transport (new),1082.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,4.0,Shared tools,48.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
826,Points negative,21.0,Issues on prior roles,Transport (new),1602.0,Reserve: <100,>=7,4.0,Committed/shared household,No co-sponsor,3.0,Shared tools,30.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
157,Points negative,9.0,Issues on prior roles,Plot repairs,1288.0,Reserve: 100–499,>=7,3.0,Single adult,Mentor sponsor,4.0,Community plot share,48.0,None,Own housing,2.0,Skilled volunteer,2.0,No phone,Local resident,good
635,Points 0–199,24.0,Previous roles completed,Transport (new),1355.0,Reserve: <100,<1,3.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,25.0,None,Own housing,1.0,Unskilled resident,1.0,Has phone,Newcomer,bad
146,Points 0–199,48.0,All roles on time,Microenterprise support,3566.0,Reserve: 100–499,4<=X<7,4.0,Single adult,No co-sponsor,2.0,Shared tools,30.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
634,No points account,9.0,Previous roles completed,Workshop equipment,1980.0,Reserve: <100,<1,2.0,Adult w/ dependents or shared household,Co-gardener sponsor,2.0,Shared tools,19.0,None,Rented housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
296,Points 0–199,48.0,Previous roles completed,Workshop equipment,9960.0,Reserve: <100,<1,1.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,26.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
471,Points 0–199,24.0,Previous roles completed,Communications equipment,3092.0,Reserve: 100–499,<1,3.0,Committed/shared household,No co-sponsor,2.0,Shared tools,22.0,None,Rented housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
300,Points 0–199,21.0,Issues on prior roles,Workshop equipment,2745.0,Reserve: ≥1000,4<=X<7,3.0,Single adult,No co-sponsor,2.0,Shared tools,32.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
612,Points 200+,10.0,Previous roles completed,Transport (new),1240.0,Reserve: 100–499,>=7,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,48.0,None,Hosted / no rent,1.0,Unskilled resident,2.0,No phone,Newcomer,bad
898,No points account,12.0,Issues on prior roles,Workshop equipment,1592.0,Reserve: ≥1000,4<=X<7,3.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,35.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Local resident,good
43,Points 0–199,18.0,Delayed in prior commitments,Plot repairs,6204.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,4.0,Community plot share,44.0,None,Own housing,1.0,Unskilled resident,2.0,Has phone,Newcomer,good
637,No points account,24.0,Previous roles completed,Communications equipment,1376.0,Reserve: 500–999,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Shared tools,28.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
904,No points account,15.0,Previous roles completed,Communications equipment,1386.0,No reserve,1<=X<4,4.0,Committed/shared household,No co-sponsor,2.0,Community plot share,40.0,None,Rented housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
643,No points account,15.0,Previous roles completed,Training / education,4623.0,Reserve: 100–499,1<=X<4,3.0,Single adult,No co-sponsor,2.0,Long-term fund,40.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
206,Points negative,30.0,Issues on prior roles,Transport (used),10623.0,Reserve: <100,>=7,3.0,Single adult,No co-sponsor,4.0,No tangible assets,38.0,None,Hosted / no rent,3.0,Highly skilled / lead,2.0,Has phone,Newcomer,good
364,No points account,6.0,Previous roles completed,Workshop equipment,1766.0,Reserve: <100,1<=X<4,1.0,Committed/shared household,No co-sponsor,2.0,Long-term fund,21.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
313,Points 200+,24.0,Previous roles completed,Workshop equipment,3749.0,Reserve: <100,<1,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,26.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
696,No points account,6.0,Previous roles completed,Transport (used),1236.0,Reserve: 500–999,1<=X<4,2.0,Single adult,No co-sponsor,4.0,Long-term fund,50.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
367,No points account,18.0,Issues on prior roles,Transport (used),3850.0,Reserve: <100,4<=X<7,3.0,Single adult,No co-sponsor,1.0,Shared tools,27.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
150,No points account,18.0,Issues on prior roles,Communications equipment,1582.0,Reserve: ≥1000,>=7,4.0,Single adult,No co-sponsor,4.0,Shared tools,46.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
251,Points negative,6.0,Issues on prior roles,Transport (new),666.0,Reserve: ≥1000,4<=X<7,3.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,39.0,None,Own housing,2.0,Unskilled resident,1.0,Has phone,Newcomer,good
566,Points 0–199,24.0,Delayed in prior commitments,Communications equipment,1553.0,Reserve: 100–499,4<=X<7,3.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,23.0,None,Rented housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
341,Points 0–199,24.0,Issues on prior roles,Training / education,5743.0,Reserve: <100,<1,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,24.0,None,Hosted / no rent,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
138,Points 0–199,12.0,Previous roles completed,Communications equipment,766.0,Reserve: 500–999,1<=X<4,4.0,Single adult,No co-sponsor,3.0,Community plot share,66.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
205,No points account,12.0,Issues on prior roles,Transport (new),1495.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,1.0,Community plot share,38.0,None,Own housing,2.0,Unskilled resident,2.0,No phone,Newcomer,good
704,Points 0–199,30.0,Delayed in prior commitments,Microenterprise support,2503.0,Reserve: 100–499,>=7,4.0,Single adult,No co-sponsor,2.0,Long-term fund,41.0,Partner stores,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
912,Points 0–199,24.0,Issues on prior roles,Workshop equipment,4736.0,Reserve: <100,<1,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,25.0,Partner bank,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
758,Points 200+,15.0,Issues on prior roles,Communications equipment,1271.0,No reserve,1<=X<4,3.0,Single adult,No co-sponsor,4.0,No tangible assets,39.0,None,Hosted / no rent,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
617,Points 0–199,60.0,Delayed in prior commitments,Communications equipment,9157.0,No reserve,1<=X<4,2.0,Single adult,No co-sponsor,2.0,No tangible assets,27.0,None,Hosted / no rent,1.0,Highly skilled / lead,1.0,No phone,Newcomer,good
281,No points account,15.0,Issues on prior roles,Transport (used),3368.0,Reserve: ≥1000,>=7,3.0,Single adult,No co-sponsor,4.0,No tangible assets,23.0,None,Rented housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
334,No points account,48.0,Issues on prior roles,Transport (used),11590.0,Reserve: 100–499,1<=X<4,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,24.0,Partner bank,Rented housing,2.0,Unskilled resident,1.0,No phone,Newcomer,bad
163,No points account,15.0,Previous roles completed,Shared appliances,1262.0,Reserve: 500–999,4<=X<7,4.0,Single adult,No co-sponsor,3.0,Long-term fund,36.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
628,Points 0–199,9.0,All roles on time,Transport (new),1437.0,Reserve: 100–499,4<=X<7,2.0,Single adult,No co-sponsor,3.0,No tangible assets,29.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
689,No points account,9.0,Previous roles completed,Communications equipment,2753.0,Reserve: 100–499,>=7,3.0,Single adult,Co-gardener sponsor,4.0,Shared tools,35.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
462,Points negative,15.0,Previous roles completed,Transport (new),1721.0,Reserve: <100,<1,2.0,Single adult,No co-sponsor,3.0,Community plot share,36.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
362,Points 200+,12.0,Previous roles completed,Communications equipment,3399.0,No reserve,>=7,2.0,Single adult,No co-sponsor,3.0,Shared tools,37.0,None,Own housing,1.0,Highly skilled / lead,1.0,No phone,Newcomer,good
361,Points 0–199,18.0,Previous roles completed,Training / education,1239.0,No reserve,1<=X<4,4.0,Single adult,No co-sponsor,4.0,No tangible assets,61.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
536,Points 200+,21.0,Issues on prior roles,Training / education,2319.0,Reserve: <100,<1,2.0,Recently separated household,No co-sponsor,1.0,Shared tools,33.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
345,Points 200+,10.0,Previous roles completed,Transport (new),3949.0,Reserve: <100,<1,1.0,Single adult,Mentor sponsor,1.0,Long-term fund,37.0,None,Own housing,1.0,Unskilled resident,2.0,No phone,Newcomer,good
548,No points account,24.0,Previous roles completed,Communications equipment,1552.0,Reserve: <100,4<=X<7,3.0,Single adult,No co-sponsor,1.0,Shared tools,32.0,Partner bank,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,good
401,No points account,18.0,Previous roles completed,Communications equipment,1473.0,Reserve: <100,<1,3.0,Committed/shared household,No co-sponsor,4.0,Community plot share,39.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
186,No points account,15.0,Issues on prior roles,Communications equipment,1360.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,2.0,Long-term fund,31.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
886,Points negative,12.0,Previous roles completed,Training / education,795.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,53.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
673,No points account,60.0,Previous roles completed,Transport (new),10366.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,4.0,Long-term fund,42.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
950,No points account,24.0,Previous roles completed,Communications equipment,3621.0,Reserve: 100–499,>=7,2.0,Single adult,No co-sponsor,4.0,Shared tools,31.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
407,No points account,24.0,Issues on prior roles,Transport (used),2197.0,No reserve,4<=X<7,4.0,Single adult,No co-sponsor,4.0,Shared tools,43.0,None,Own housing,2.0,Skilled volunteer,2.0,Has phone,Newcomer,good
597,Points negative,24.0,Previous roles completed,Transport (new),1442.0,Reserve: <100,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,23.0,None,Rented housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
982,No points account,48.0,Previous roles completed,Microenterprise support,4844.0,Reserve: <100,unemployed,3.0,Single adult,No co-sponsor,2.0,Shared tools,33.0,Partner bank,Rented housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
881,No points account,24.0,Previous roles completed,Transport (used),7814.0,Reserve: <100,4<=X<7,3.0,Single adult,No co-sponsor,3.0,Shared tools,38.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
325,No points account,18.0,Issues on prior roles,Transport (new),1028.0,Reserve: <100,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Community plot share,36.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
719,Points 200+,24.0,Issues on prior roles,Communications equipment,3148.0,No reserve,1<=X<4,3.0,Single adult,No co-sponsor,2.0,Shared tools,31.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
154,Points 0–199,24.0,Issues on prior roles,Transport (used),7758.0,Reserve: ≥1000,>=7,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,29.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
820,Points negative,18.0,Previous roles completed,Communications equipment,1345.0,Reserve: <100,1<=X<4,4.0,Committed/shared household,No co-sponsor,3.0,Community plot share,26.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
596,Points 0–199,6.0,All roles on time,Transport (new),931.0,Reserve: 100–499,<1,1.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Long-term fund,32.0,Partner stores,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
385,No points account,30.0,Delayed in prior commitments,Microenterprise support,4272.0,Reserve: 100–499,1<=X<4,2.0,Single adult,No co-sponsor,2.0,Long-term fund,26.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
460,No points account,18.0,Previous roles completed,Communications equipment,4594.0,Reserve: <100,<1,3.0,Single adult,No co-sponsor,2.0,Shared tools,32.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
745,Points negative,39.0,Issues on prior roles,Workshop equipment,14179.0,No reserve,4<=X<7,4.0,Single adult,No co-sponsor,4.0,Long-term fund,30.0,None,Own housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
57,Points 0–199,12.0,Previous roles completed,Communications equipment,6468.0,No reserve,unemployed,2.0,Single adult,No co-sponsor,1.0,No tangible assets,52.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
482,Points 0–199,24.0,Previous roles completed,Transport (new),1201.0,Reserve: <100,<1,4.0,Single adult,No co-sponsor,1.0,Long-term fund,26.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
336,Points negative,6.0,Issues on prior roles,Workshop equipment,3384.0,Reserve: <100,1<=X<4,1.0,Recently separated household,No co-sponsor,4.0,Community plot share,44.0,None,Rented housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
103,No points account,6.0,Delayed in prior commitments,Communications equipment,932.0,Reserve: <100,1<=X<4,3.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Community plot share,24.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
856,No points account,24.0,Previous roles completed,Transport (new),1474.0,Reserve: 100–499,<1,4.0,Committed/shared household,No co-sponsor,3.0,Community plot share,33.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
487,No points account,12.0,Previous roles completed,Communications equipment,3077.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,4.0,Shared tools,52.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
120,Points 0–199,12.0,Issues on prior roles,Transport (new),2366.0,Reserve: 500–999,4<=X<7,3.0,Recently separated household,No co-sponsor,3.0,Shared tools,36.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
88,Points 0–199,36.0,Previous roles completed,Training / education,12612.0,Reserve: 100–499,1<=X<4,1.0,Single adult,No co-sponsor,4.0,No tangible assets,47.0,None,Hosted / no rent,1.0,Skilled volunteer,2.0,Has phone,Newcomer,bad
962,Points 0–199,21.0,Delayed in prior commitments,Transport (new),2353.0,Reserve: <100,1<=X<4,1.0,Recently separated household,No co-sponsor,4.0,Long-term fund,47.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
49,No points account,11.0,Issues on prior roles,Transport (new),7228.0,Reserve: <100,1<=X<4,1.0,Single adult,No co-sponsor,4.0,Long-term fund,39.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
261,Points negative,12.0,Previous roles completed,Workshop equipment,1657.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,2.0,Community plot share,27.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
